Bayeux;1ª;ECIT PROFESSOR ANTONIO GOMES;EMYLLI MICHELLE ROCHA ARAUJO;ANABEL QUEIROZ PALHARES;;;;;;
Baía da Traição;14ª;EEEFM MATIAS FREIRE;LAIS DE ALBUQUERQUE WILSON ;AURORA CORDEIRO MOREIRA TAVEIRA;;;;;;
Baía da Traição;14ª;EEEFM MATIAS FREIRE;ANA LÍVIA SILVA DUTRA;AURORA CORDEIRO MOREIRA TAVEIRA;;;;;;
Baía da Traição;14ª;EEEFM MATIAS FREIRE;MARIA DAIANA FARIAS LIMA;AURORA CORDEIRO MOREIRA TAVEIRA;;;;;;
Baía da Traição;14ª;EEEFM MATIAS FREIRE;KAIO LUCAS BARBOSA DE MEDEIROS;AURORA CORDEIRO MOREIRA TAVEIRA;;;;;;
Baía da Traição;14ª;EEEFM MATIAS FREIRE;WÊNIA SANGES ALVES DE PEREIRA ;AURORA CORDEIRO MOREIRA TAVEIRA;;;;;;
Baía da Traição;14ª;EEIEFM AKAJUTIBIRO;VINICIUS ALMEIDA BARBOSA;MAIA SILVA RAMALHO;;;;;;
Baía da Traição;14ª;EEIEFM AKAJUTIBIRO;THAÍS DE SOUZA AMORIM;MAIA SILVA RAMALHO;;;;;;
Baía da Traição;14ª;EEIEFM AKAJUTIBIRO;KEYLLA MARIA BATISTA SANTOS;MAIA SILVA RAMALHO;;;;;;
Baía da Traição;14ª;EEIEFM AKAJUTIBIRO;MARCOS NASCIMENTO SILVA RAMOS;MAIA SILVA RAMALHO;;;;;;
Baía da Traição;14ª;EEIEFM AKAJUTIBIRO;ALICE SANTOS ANTUNES;MAIA SILVA RAMALHO;;;;;;
Baía da Traição;14ª;EEIEFM PEDRO POTI;THAÍS JÚLIA NUNES ROCHA;ENZO BEZERRA ESTEVES;;;;;;
Baía da Traição;14ª;EEIEFM PEDRO POTI;FELIPE COSTA DE SOUZA;ENZO BEZERRA ESTEVES;;;;;;
Baía da Traição;14ª;EEIEFM PEDRO POTI;MILENA JOYCE DE OLIVEIRA SANTOS;ENZO BEZERRA ESTEVES;;;;;;
Baía da Traição;14ª;EEIEFM PEDRO POTI;JOHANSSON SILVA CABRAL;ENZO BEZERRA ESTEVES;;;;;;
Baía da Traição;14ª;EEIEFM PEDRO POTI;SARAH BORGES MENEZES ;ENZO BEZERRA ESTEVES;;;;;;
Belém;2ª;"ECIT ENG MARCIA GUEDES 
ALCOFORADO DE CARVALHO";ANA BEATRIZ DOS SANTOS LIMA;PÉROLA AZEVEDO SALES;;;;;;
Belém;2ª;"ECIT ENG MARCIA GUEDES 
ALCOFORADO DE CARVALHO";LETÍCIA SIQUEIRA DE ASSIS PEREIRA ;PÉROLA AZEVEDO SALES;;;;;;
Belém;2ª;"ECIT ENG MARCIA GUEDES 
ALCOFORADO DE CARVALHO";MARIA CLARA MUNIZ MATIAS ;PÉROLA AZEVEDO SALES;;;;;;
Belém;2ª;"ECIT ENG MARCIA GUEDES 
ALCOFORADO DE CARVALHO";JOÃO JEFFERSON DA SILVA SOUZA;PÉROLA AZEVEDO SALES;;;;;;
Belém;2ª;"ECIT ENG MARCIA GUEDES 
ALCOFORADO DE CARVALHO";VAMBERTO SILVA SOARES ;PÉROLA AZEVEDO SALES;;;;;;
Belém;2ª;EEEFM FELINTO ELIZIO;CAMILA RAQUEL FELICIANO DA COSTA;MARGARIDA VIEIRA RIOS;;;;;;
Belém;2ª;EEEFM FELINTO ELIZIO;RAPHAEL VICENTE ARAÚJO LIMA ;MARGARIDA VIEIRA RIOS;;;;;;
Belém;2ª;EEEFM FELINTO ELIZIO;DÉBORA NICOLE SANTOS BARRETO ;MARGARIDA VIEIRA RIOS;;;;;;
Belém;2ª;EEEFM FELINTO ELIZIO;PAULINA JANIE BARBOSA DE OLIVEIRA;MARGARIDA VIEIRA RIOS;;;;;;
Belém;2ª;EEEFM FELINTO ELIZIO;VINICIUS FELIPE AGRA;MARGARIDA VIEIRA RIOS;;;;;;
"Belém do Brejo 
do Cruz";8ª;"ECI NOSSA SENHORA 
DA CONCEICAO";HELLEN RODRIGUES BARBOSA;LUAN LEITE REBOUÇAS;;;;;;
"Belém do Brejo 
do Cruz";8ª;"ECI NOSSA SENHORA 
DA CONCEICAO";IANNY MARIA ALMEIDA CARDOSO;LUAN LEITE REBOUÇAS;;;;;;
"Belém do Brejo 
do Cruz";8ª;"ECI NOSSA SENHORA 
DA CONCEICAO";JULIANA ALVES SANTOS;LUAN LEITE REBOUÇAS;;;;;;
"Belém do Brejo 
do Cruz";8ª;"ECI NOSSA SENHORA 
DA CONCEICAO";PEDRO LUCAS SOUZA CRUZ;LUAN LEITE REBOUÇAS;;;;;;
"Belém do Brejo 
do Cruz";8ª;"ECI NOSSA SENHORA 
DA CONCEICAO";STEFANE MONIK SILVA SOARES ;LUAN LEITE REBOUÇAS;;;;;;
"Belém do Brejo 
do Cruz";8ª;EEEFM AMERICO MAIA;HELOÍZA PEREIRA DOS SANTOS;ENRICO LIRA VIMARANES MENDANHA;;;;;;
"Belém do Brejo 
do Cruz";8ª;EEEFM AMERICO MAIA;ANA BEATRIZ FERREIRA ALVES ;ENRICO LIRA VIMARANES MENDANHA;;;;;;
"Belém do Brejo 
do Cruz";8ª;EEEFM AMERICO MAIA;CIBELI NÓBREGA FERNANDES;ENRICO LIRA VIMARANES MENDANHA;;;;;;
"Belém do Brejo 
do Cruz";8ª;EEEFM AMERICO MAIA;EDUARDO BATISTA AURINO;ENRICO LIRA VIMARANES MENDANHA;;;;;;
"Belém do Brejo 
do Cruz";8ª;EEEFM AMERICO MAIA;LUANA RODRIGUES BARBOSA;ENRICO LIRA VIMARANES MENDANHA;;;;;;
"Bernardino 
Batista";9ª;"EEEFM NELSON BATISTA 
ALVES";NATÁLIA DE MELO NÓBREGA;PENÉLOPE PEREIRA NOGUEIRA;;;;;;
"Bernardino 
Batista";9ª;"EEEFM NELSON BATISTA 
ALVES";MARIA DA SILVA VICENTE ;PENÉLOPE PEREIRA NOGUEIRA;;;;;;
"Bernardino 
Batista";9ª;"EEEFM NELSON BATISTA 
ALVES";HELLEN STEFANNI DOS SANTOS ;PENÉLOPE PEREIRA NOGUEIRA;;;;;;
"Bernardino 
Batista";9ª;"EEEFM NELSON BATISTA 
ALVES";GABRIEL PAIVA SALVADOR ;PENÉLOPE PEREIRA NOGUEIRA;;;;;;
"Bernardino 
Batista";9ª;"EEEFM NELSON BATISTA 
ALVES";SUELLEN NAYARA SOUZA SILVA;PENÉLOPE PEREIRA NOGUEIRA;;;;;;
Boa Ventura;7ª;" ECI JOAO CAVALCANTE 
SULA";LUCAS ROCHA CAVALCANTE;JOANA PEREIRA FONTES;;;;;;
Boa Ventura;7ª;" ECI JOAO CAVALCANTE 
SULA";SARA BATISTA MARTINS ;JOANA PEREIRA FONTES;;;;;;
Boa Ventura;7ª;" ECI JOAO CAVALCANTE 
SULA";EMILY NUNES DA COSTA ;JOANA PEREIRA FONTES;;;;;;
Boa Ventura;7ª;" ECI JOAO CAVALCANTE 
SULA";GUILHERME RODRIGUES COSTA;JOANA PEREIRA FONTES;;;;;;
Boa Ventura;7ª;" ECI JOAO CAVALCANTE 
SULA";ANDRESA LIMA DA SILVA ;JOANA PEREIRA FONTES;;;;;;
Boa Vista;5ª;"ECI EEM TEODOSIO DE 
OLIVEIRA LEDO";BEATRIZ BEZERRA BARROS ;ALÍCIA MIGUEL DE ASSUNÇÃO;;;;;;
Boa Vista;5ª;"ECI EEM TEODOSIO DE 
OLIVEIRA LEDO";JAQUELINE MENDES XAVIER;ALÍCIA MIGUEL DE ASSUNÇÃO;;;;;;
Boa Vista;5ª;"ECI EEM TEODOSIO DE 
OLIVEIRA LEDO";CLARA STEFANNY OLIVEIRA FERNANDES;ALÍCIA MIGUEL DE ASSUNÇÃO;;;;;;
Boa Vista;5ª;"ECI EEM TEODOSIO DE 
OLIVEIRA LEDO";GABRIELLY THAYNARA SANTOS ARAÚJO;ALÍCIA MIGUEL DE ASSUNÇÃO;;;;;;
Boa Vista;5ª;"ECI EEM TEODOSIO DE 
OLIVEIRA LEDO";MARIA GRAZIELLA FAUSTO SILVA;ALÍCIA MIGUEL DE ASSUNÇÃO;;;;;;
Bom Jesus;9ª; EEEFM PROF JOAQUIM UMBELINO;ASENATE BEZERRA DE ARAUJO SILVA;TOMÉ BEZERRA ALMADA;;;;;;
Bom Jesus;9ª; EEEFM PROF JOAQUIM UMBELINO;RAYANE DA SILVA DUARTE;TOMÉ BEZERRA ALMADA;;;;;;
Bom Jesus;9ª; EEEFM PROF JOAQUIM UMBELINO;GABRIELLY RAMALHO DE SOUZA;TOMÉ BEZERRA ALMADA;;;;;;
Bom Jesus;9ª; EEEFM PROF JOAQUIM UMBELINO;HIGOR HENRIQUE SILVA;TOMÉ BEZERRA ALMADA;;;;;;
Bom Jesus;9ª; EEEFM PROF JOAQUIM UMBELINO;MIRLEY MAIA GUEDES;TOMÉ BEZERRA ALMADA;;;;;;
Bom Sucesso;8ª;ECI EEFM PADRE ARISTIDES;BRUNA  ANDRADE ALMEIDA;LAVÍNIA AZEVEDO RIBEIRO;;;;;;
Bom Sucesso;8ª;ECI EEFM PADRE ARISTIDES;GIOVANA SANTOS PERES;LAVÍNIA AZEVEDO RIBEIRO;;;;;;
Bom Sucesso;8ª;ECI EEFM PADRE ARISTIDES;RAYANE PEREIRA REIS;LAVÍNIA AZEVEDO RIBEIRO;;;;;;
Bom Sucesso;8ª;ECI EEFM PADRE ARISTIDES;NICOLE COSTA SILVA;LAVÍNIA AZEVEDO RIBEIRO;;;;;;
Bom Sucesso;8ª;ECI EEFM PADRE ARISTIDES;ALISSON DE FARIAS SAMPAIO;LAVÍNIA AZEVEDO RIBEIRO;;;;;;
Bonito de Santa Fé;9ª;ECI EEM MONSENHOR MORAIS;JULIANA CARVALHO ALMEIDA ;MARIA CLARA BEZERRA DA CUNHA;;;;;;
Bonito de Santa Fé;9ª;ECI EEM MONSENHOR MORAIS;BARBARA TRAJANO RODRIGUES;MARIA CLARA BEZERRA DA CUNHA;;;;;;
Bonito de Santa Fé;9ª;ECI EEM MONSENHOR MORAIS;ANDERSON RYAN SANTOS SILVA;MARIA CLARA BEZERRA DA CUNHA;;;;;;
Bonito de Santa Fé;9ª;ECI EEM MONSENHOR MORAIS;THALES DE SENA LEAL ;MARIA CLARA BEZERRA DA CUNHA;;;;;;
Bonito de Santa Fé;9ª;ECI EEM MONSENHOR MORAIS;PAULO PORTO MAIA NETO;MARIA CLARA BEZERRA DA CUNHA;;;;;;
Boqueirão;3ª;ECIT CONSELHEIRO JOSE BRAZ DO REGO;ANA LUA DA SILVA MERENCIO;FRANCISCO LEONARDO MIGUEL FERRAÇO;;;;;;
Boqueirão;3ª;ECIT CONSELHEIRO JOSE BRAZ DO REGO;PEDRO LUCAS MACÊDO;FRANCISCO LEONARDO MIGUEL FERRAÇO;;;;;;
Boqueirão;3ª;ECIT CONSELHEIRO JOSE BRAZ DO REGO;ERIKA MARIA PEREIRA DA SILVA;FRANCISCO LEONARDO MIGUEL FERRAÇO;;;;;;
Boqueirão;3ª;ECIT CONSELHEIRO JOSE BRAZ DO REGO;ELOISA MAIA DOS SANTOS ;FRANCISCO LEONARDO MIGUEL FERRAÇO;;;;;;
Boqueirão;3ª;ECIT CONSELHEIRO JOSE BRAZ DO REGO;JANIELLY CAMPOS DA SILVA;FRANCISCO LEONARDO MIGUEL FERRAÇO;;;;;;
Boqueirão;3ª;EEEFM SEVERINO BARBOSA CAMELO;CLARA MARIA BARBOSA MONTEIRO;RAFAEL CAVALCANTE ORDONHES;;;;;;
Boqueirão;3ª;EEEFM SEVERINO BARBOSA CAMELO;ANNA MARIA MACÊDO SILVA;RAFAEL CAVALCANTE ORDONHES;;;;;;
Boqueirão;3ª;EEEFM SEVERINO BARBOSA CAMELO;PEDRO VICTOR DE MACENA MEIRA;RAFAEL CAVALCANTE ORDONHES;;;;;;
Boqueirão;3ª;EEEFM SEVERINO BARBOSA CAMELO;MARINA VITÓRIA FERNANDES RODRIGUES;RAFAEL CAVALCANTE ORDONHES;;;;;;
Boqueirão;3ª;EEEFM SEVERINO BARBOSA CAMELO;ELIABE FREIRE FERNANDES;RAFAEL CAVALCANTE ORDONHES;;;;;;
Borborema;2ª;ECI EFIGENIO LEITE;LARISSA MACÊDO MAIA;VICENTE VIEIRA DA FONSECA;;;;;;
Borborema;2ª;ECI EFIGENIO LEITE;SOFIA PORTO GUERRA;VICENTE VIEIRA DA FONSECA;;;;;;
Borborema;2ª;ECI EFIGENIO LEITE;MAIKON JUAN REGO;VICENTE VIEIRA DA FONSECA;;;;;;
Borborema;2ª;ECI EFIGENIO LEITE;VICTOR DE OLIVEIRA;VICENTE VIEIRA DA FONSECA;;;;;;
Borborema;2ª;ECI EFIGENIO LEITE;ISMAEL BARBOSA MACÊDO SILVA;VICENTE VIEIRA DA FONSECA;;;;;;
Brejo do Cruz;8ª;ECI JOSE OLIMPIO MAIA;ARTHUR PONTES DE CASSIANO;ANASTÁCIA ARAÚJO GENTIL;;;;;;
Brejo do Cruz;8ª;ECI JOSE OLIMPIO MAIA;MICKAELE SOARES DA SALES;ANASTÁCIA ARAÚJO GENTIL;;;;;;
Brejo do Cruz;8ª;ECI JOSE OLIMPIO MAIA;LETÍCIA GABRIELLY SILVA SOARES;ANASTÁCIA ARAÚJO GENTIL;;;;;;
Brejo do Cruz;8ª;ECI JOSE OLIMPIO MAIA;KARINA BERNARDO DE SANTANA;ANASTÁCIA ARAÚJO GENTIL;;;;;;
Brejo do Cruz;8ª;ECI JOSE OLIMPIO MAIA;ÉRICA MARIA DOS SANTOS;ANASTÁCIA ARAÚJO GENTIL;;;;;;
Brejo do Cruz;8ª;EEEFM ANTONIO GOMES;LARISSA NASCIMENTO SILVA;BENEDITO CAVALCANTE CASTELO DE ASSUNÇÃO;;;;;;
Brejo do Cruz;8ª;EEEFM ANTONIO GOMES;JOSÉ OTÁVIO DANTAS CARVALHO;BENEDITO CAVALCANTE CASTELO DE ASSUNÇÃO;;;;;;
Brejo do Cruz;8ª;EEEFM ANTONIO GOMES;ELVES NICOLAS DA CRUZ SILVA;BENEDITO CAVALCANTE CASTELO DE ASSUNÇÃO;;;;;;
Brejo do Cruz;8ª;EEEFM ANTONIO GOMES;EVELLYN DE SOUZA SILVA;BENEDITO CAVALCANTE CASTELO DE ASSUNÇÃO;;;;;;
Brejo do Cruz;8ª;EEEFM ANTONIO GOMES;ALANE GABRIELY SILVA ALVES;BENEDITO CAVALCANTE CASTELO DE ASSUNÇÃO;;;;;;
Brejo dos Santos;8ª;ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO;MARIA ANAELLY PINHEIRO LIMA;CAIO AMARAL DA MATA;;;;;;
Brejo dos Santos;8ª;ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO;ANNALY CRISTINA MARINHO DE MACÊDO;CAIO AMARAL DA MATA;;;;;;
Brejo dos Santos;8ª;ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO;CLARA VITÓRIA DE MORAIS FERNANDES;CAIO AMARAL DA MATA;;;;;;
Brejo dos Santos;8ª;ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO;MARIA DE CARVALHO FERNANDES;CAIO AMARAL DA MATA;;;;;;
Brejo dos Santos;8ª;ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO;RAFAEL LUCAS DE VASCONCELOS;CAIO AMARAL DA MATA;;;;;;
Caaporã;1ª;EEEF ALBERTO LUNDGREN;VITÓRIA DE CÁSSIA PAULINO SANTOS;ISADORA ARAÚJO COUTINHO;;;;;;
Caaporã;1ª;EEEF ALBERTO LUNDGREN;ERICK GONÇALVES DE SOUZA ;ISADORA ARAÚJO COUTINHO;;;;;;
Caaporã;1ª;EEEF ALBERTO LUNDGREN;KAUAN HEBERT DA SILVA ARAÚJO;ISADORA ARAÚJO COUTINHO;;;;;;
Caaporã;1ª;EEEF ALBERTO LUNDGREN;NAYARA HELLOYSA ALVES DA SILVA;ISADORA ARAÚJO COUTINHO;;;;;;
Caaporã;1ª;EEEF ALBERTO LUNDGREN;CAROLINNE PAES SOUZA MONTENEGRO;ISADORA ARAÚJO COUTINHO;;;;;;
Caaporã;1ª;ECI AURICELIA MARIA DA COSTA;MARIA SONALLY GONÇALVES SILVA;VINCE SOUZA CASEIRA;;;;;;
Caaporã;1ª;ECI AURICELIA MARIA DA COSTA;ABNER HENRIQUE BATISTA NEVES;VINCE SOUZA CASEIRA;;;;;;
Caaporã;1ª;ECI AURICELIA MARIA DA COSTA;MARIA EDUARDA FERREIRA SANTOS ;VINCE SOUZA CASEIRA;;;;;;
Caaporã;1ª;ECI AURICELIA MARIA DA COSTA;MATHEUS DA SILVA OLIVEIRA;VINCE SOUZA CASEIRA;;;;;;
Caaporã;1ª;ECI AURICELIA MARIA DA COSTA;RAYLLA ELOYSE SOARES DE OLIVEIRA;VINCE SOUZA CASEIRA;;;;;;
Cabaceiras;3ª;ECIT ALCIDES BEZERRA;ANA DE ALMEIDA SILVA;FERNANDO RAMOS CASQUEIRA;;;;;;
Cabaceiras;3ª;ECIT ALCIDES BEZERRA;AYSHA VITORIA GUEDES DE ALMEIDA;FERNANDO RAMOS CASQUEIRA;;;;;;
Cabaceiras;3ª;ECIT ALCIDES BEZERRA;ARIMAELLY MYCKELLY MARTINS;FERNANDO RAMOS CASQUEIRA;;;;;;
Cabaceiras;3ª;ECIT ALCIDES BEZERRA;GEOVANNA SOARES SANTOS;FERNANDO RAMOS CASQUEIRA;;;;;;
Cabaceiras;3ª;ECIT ALCIDES BEZERRA;JOSÉ ÍTALO SILVA DE LIMA;FERNANDO RAMOS CASQUEIRA;;;;;;
Cabaceiras;3ª;EEEF CLOVIS PEDROSA;LARISSA SILVA MIRANDA;LUIZ OTÁVIO AGUIAR CARNEIRO;;;;;;
Cabaceiras;3ª;EEEF CLOVIS PEDROSA;MANOEL GABRIEL SOUSA DA SILVA;LUIZ OTÁVIO AGUIAR CARNEIRO;;;;;;
Cabaceiras;3ª;EEEF CLOVIS PEDROSA;VINÍCIUS MATIAS MENDONÇA;LUIZ OTÁVIO AGUIAR CARNEIRO;;;;;;
Cabaceiras;3ª;EEEF CLOVIS PEDROSA;ANA EMILIA PONTES DE LUCENA ARAÚJO;LUIZ OTÁVIO AGUIAR CARNEIRO;;;;;;
Cabaceiras;3ª;EEEF CLOVIS PEDROSA;ANA CARNEIRO DA PAIXÃO PAIVA;LUIZ OTÁVIO AGUIAR CARNEIRO;;;;;;
Cachoeira dos Índios;9ª; ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;MARIA CLARA TAVARES DE SILVA;SAMUEL MIGUEL FERREIRA;;;;;;
Cachoeira dos Índios;9ª; ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;ANDERSON SOARES ALMEIDA;SAMUEL MIGUEL FERREIRA;;;;;;
Cachoeira dos Índios;9ª; ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;VITORIA FERREIRA DE ANDRADE;SAMUEL MIGUEL FERREIRA;;;;;;
Cachoeira dos Índios;9ª; ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;DEBORA MARIA DE MACEDO ROCHA;SAMUEL MIGUEL FERREIRA;;;;;;
Cachoeira dos Índios;9ª; ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA;LUANA ELLEN CUNHA DO NASCIMENTO;SAMUEL MIGUEL FERREIRA;;;;;;
Cacimba de Areia;6ª;EEEFM ALDO SATIRO XAVIER;ANA CLARA DOMINGOS FLORES;MARIA VALENTINA SILVA LOUZADA;;;;;;
Cacimba de Areia;6ª;EEEFM ALDO SATIRO XAVIER;ISABELLE TAYNAAH BARBOSA DOS SANTOS;MARIA VALENTINA SILVA LOUZADA;;;;;;
Cacimba de Areia;6ª;EEEFM ALDO SATIRO XAVIER;JÉSSICA DE ARAÚJO SOUZA;MARIA VALENTINA SILVA LOUZADA;;;;;;
Cacimba de Areia;6ª;EEEFM ALDO SATIRO XAVIER;ELTON FELIPE DO ARAUJO ;MARIA VALENTINA SILVA LOUZADA;;;;;;
Cacimba de Areia;6ª;EEEFM ALDO SATIRO XAVIER;IZIANE DA SILVA MAIA;MARIA VALENTINA SILVA LOUZADA;;;;;;
Cacimba de Dentro;2ª;ECIEEF SENADOR HUMBERTO LUCENA;LUÍS ALBUQUERQUE DE SANTOS;NATÁLIA CORDEIRO BENTES SIQUEIRA;;;;;;
Cacimba de Dentro;2ª;ECIEEF SENADOR HUMBERTO LUCENA;MIKAEL MACIEL ARAUJO;NATÁLIA CORDEIRO BENTES SIQUEIRA;;;;;;
Cacimba de Dentro;2ª;ECIEEF SENADOR HUMBERTO LUCENA;VIVIANE NUNES DA SILVA;NATÁLIA CORDEIRO BENTES SIQUEIRA;;;;;;
Cacimba de Dentro;2ª;ECIEEF SENADOR HUMBERTO LUCENA;ANNE CAMILLE DE ARAUJO SOUZA;NATÁLIA CORDEIRO BENTES SIQUEIRA;;;;;;
Cacimba de Dentro;2ª;ECIEEF SENADOR HUMBERTO LUCENA;RAFAEL KAUA MARINHO FEITOSA;NATÁLIA CORDEIRO BENTES SIQUEIRA;;;;;;
Cacimba de Dentro;2ª;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;TAIANE MARINHO ANTÔNIO ;PEDRO HENRIQUE FARIAS SAIS;;;;;;
Cacimba de Dentro;2ª;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;MARIANA SANTOS DE MEDEIROS;PEDRO HENRIQUE FARIAS SAIS;;;;;;
Cacimba de Dentro;2ª;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;ROBSON NUNES PEREIRA;PEDRO HENRIQUE FARIAS SAIS;;;;;;
Cacimba de Dentro;2ª;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;NIVEA GABRIELLY SANTIAGO SOARES;PEDRO HENRIQUE FARIAS SAIS;;;;;;
Cacimba de Dentro;2ª;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;ABRAÃO TAVARES DA SILVA;PEDRO HENRIQUE FARIAS SAIS;;;;;;
Cacimbas;6ª;EEEFM PEDRO TERTO DA CUNHA;GEORGE LUIS SILVA DE CAMARGOS;CLARICE SOUZA FÉLIX SANCHES;;;;;;
Cacimbas;6ª;EEEFM PEDRO TERTO DA CUNHA;PAULO ARTUR DE LIMA TRANQUILINO;CLARICE SOUZA FÉLIX SANCHES;;;;;;
Cacimbas;6ª;EEEFM PEDRO TERTO DA CUNHA;ROBERTA MOUZINHO DA SILVA;CLARICE SOUZA FÉLIX SANCHES;;;;;;
Cacimbas;6ª;EEEFM PEDRO TERTO DA CUNHA;DAYANE XAVIER BARBOSA;CLARICE SOUZA FÉLIX SANCHES;;;;;;
Cacimbas;6ª;EEEFM PEDRO TERTO DA CUNHA;BRENO VENÂNCIO MACIEL BARBOSA;CLARICE SOUZA FÉLIX SANCHES;;;;;;
Caiçara;2ª;ECI EEM PROFESORRA MARIA GERTRUDES DE CARVALHO NEVES;STEFANY PEREIRA LIMA DA SILVA;LUCAS RODRIGO CORDEIRO GUTERRES;;;;;;
Caiçara;2ª;ECI EEM PROFESORRA MARIA GERTRUDES DE CARVALHO NEVES;ALANA GABRIELY VIEIRA DE OLIVEIRA;LUCAS RODRIGO CORDEIRO GUTERRES;;;;;;
Caiçara;2ª;ECI EEM PROFESORRA MARIA GERTRUDES DE CARVALHO NEVES;JOSE KAUE FARIAS DO NASCIMENTO;LUCAS RODRIGO CORDEIRO GUTERRES;;;;;;
Caiçara;2ª;ECI EEM PROFESORRA MARIA GERTRUDES DE CARVALHO NEVES;YASMIM ISNERI RAMOS;LUCAS RODRIGO CORDEIRO GUTERRES;;;;;;
Caiçara;2ª;ECI EEM PROFESORRA MARIA GERTRUDES DE CARVALHO NEVES;LANA OLIVEIRA LIMA E SILVA;LUCAS RODRIGO CORDEIRO GUTERRES;;;;;;
Cajazeirinhas;13ª;EEEFM MARIA SOLEDADE ASSIS FREITAS;HANDERSON MIGUEL DE SANTANA VIEIRA;DANTE BRANDÃO DE LARA;;;;;;
Cajazeirinhas;13ª;EEEFM MARIA SOLEDADE ASSIS FREITAS;JOÃO FRANCISCO CAETANO BEZERRA;DANTE BRANDÃO DE LARA;;;;;;
Cajazeirinhas;13ª;EEEFM MARIA SOLEDADE ASSIS FREITAS;MICHEL CUSTÓDIO DA SILVA;DANTE BRANDÃO DE LARA;;;;;;
Cajazeirinhas;13ª;EEEFM MARIA SOLEDADE ASSIS FREITAS;DÉBORA CAVALCANTI VIEIRA DA SILVA;DANTE BRANDÃO DE LARA;;;;;;
Cajazeirinhas;13ª;EEEFM MARIA SOLEDADE ASSIS FREITAS;GIOVANNA LUCENA MACHADO;DANTE BRANDÃO DE LARA;;;;;;
Caldas Brandão;12ª;ECI EEM MANOEL AVELINO PAIVA;FRANCISCO ANDRE SOUSA NITÃO BARBOSA;ISABEL BRANDÃO DE LINS;;;;;;
Caldas Brandão;12ª;ECI EEM MANOEL AVELINO PAIVA;RAMON JOELSON BARBOSA DOS SANTOS;ISABEL BRANDÃO DE LINS;;;;;;
Caldas Brandão;12ª;ECI EEM MANOEL AVELINO PAIVA;CLARA ALVES DE OLIVEIRA;ISABEL BRANDÃO DE LINS;;;;;;
Caldas Brandão;12ª;ECI EEM MANOEL AVELINO PAIVA;PABLO PORCINO ALVES ;ISABEL BRANDÃO DE LINS;;;;;;
Caldas Brandão;12ª;ECI EEM MANOEL AVELINO PAIVA;MARIA CUSTODIO DA SILVA;ISABEL BRANDÃO DE LINS;;;;;;
Caldas Brandão;12ª;EEEFM DE CALDAS BRANDAO;JÚLIO PAULINO JUVITO;TADEU CORDEIRO TELES LOBOS;;;;;;
Caldas Brandão;12ª;EEEFM DE CALDAS BRANDAO;JOSÉ ROBSON OLIVEIRA NUNES;TADEU CORDEIRO TELES LOBOS;;;;;;
Caldas Brandão;12ª;EEEFM DE CALDAS BRANDAO;KAUANNY WIRGULYNO FERREIRA DUARTE;TADEU CORDEIRO TELES LOBOS;;;;;;
Caldas Brandão;12ª;EEEFM DE CALDAS BRANDAO;JOSEANE PINTO CAVALCANTE;TADEU CORDEIRO TELES LOBOS;;;;;;
Caldas Brandão;12ª;EEEFM DE CALDAS BRANDAO;MARIA EDUARDA RAMALHO COSTA;TADEU CORDEIRO TELES LOBOS;;;;;;
Camalaú;5ª; ECITE PEDRO BEZERRA FILHO;CARLOS LIMA CALISTO;ANDRÉ FEITOSA RIBAS;;;;;;
Camalaú;5ª; ECITE PEDRO BEZERRA FILHO;KAUAN VINÍCIUS JACOBINO;ANDRÉ FEITOSA RIBAS;;;;;;
Camalaú;5ª; ECITE PEDRO BEZERRA FILHO;KEVYN GABRIEL ALVES MANGUEIRA;ANDRÉ FEITOSA RIBAS;;;;;;
Camalaú;5ª; ECITE PEDRO BEZERRA FILHO;VITORIA DALILA LACERDA DO NASCIMENTO;ANDRÉ FEITOSA RIBAS;;;;;;
Camalaú;5ª; ECITE PEDRO BEZERRA FILHO;ANNA LAURA DELFINO FREITAS;ANDRÉ FEITOSA RIBAS;;;;;;
Capim;14ª; ECI EEM JOSE WILSON DE ALBUQUERQUE MELO;ANDERSON WINNER RIBEIRO;DANILO SILVA BOUÇAS;;;;;;
Capim;14ª; ECI EEM JOSE WILSON DE ALBUQUERQUE MELO;DIEGO COSTA SOUXA;DANILO SILVA BOUÇAS;;;;;;
Capim;14ª; ECI EEM JOSE WILSON DE ALBUQUERQUE MELO;HERLAN DE OLIVEIRA LIMA;DANILO SILVA BOUÇAS;;;;;;
